Id,Sex,PopNum,Population,GOL,NOL,BNL
790,F,23,BUSHMAN,166,165,94
791,F,23,BUSHMAN,173,172,93
793,F,23,BUSHMAN,180,180,93
794,F,23,BUSHMAN,164,163,88
795,F,23,BUSHMAN,169,168,90
796,F,23,BUSHMAN,172,170,89
797,F,23,BUSHMAN,181,180,96
799,F,23,BUSHMAN,182,180,91
800,F,23,BUSHMAN,171,169,89
801,F,23,BUSHMAN,172,171,96
802,M,7,AUSTRALI,194,190,103
803,M,7,AUSTRALI,191,186,103
804,M,7,AUSTRALI,188,186,100
805,M,7,AUSTRALI,184,180,104
806,M,7,AUSTRALI,179,175,98
807,M,7,AUSTRALI,192,187,103
808,M,7,AUSTRALI,187,181,97
809,M,7,AUSTRALI,196,190,107
810,M,7,AUSTRALI,185,180,96
811,M,7,AUSTRALI,185,180,97
812,M,7,AUSTRALI,186,180,100
813,M,7,AUSTRALI,186,181,103
814,M,7,AUSTRALI,184,180,98
815,M,7,AUSTRALI,186,180,102
816,M,7,AUSTRALI,181,177,100
817,M,7,AUSTRALI,183,180,107
818,M,7,AUSTRALI,180,175,98
819,M,7,AUSTRALI,183,178,99
820,M,7,AUSTRALI,193,186,101
821,M,7,AUSTRALI,188,183,103
822,M,7,AUSTRALI,197,192,105
823,M,7,AUSTRALI,200,197,108
824,M,7,AUSTRALI,189,185,101
825,M,7,AUSTRALI,195,187,106
826,M,7,AUSTRALI,192,188,103
827,M,7,AUSTRALI,189,185,102
828,M,7,AUSTRALI,192,186,99
829,M,7,AUSTRALI,195,193,102
830,M,7,AUSTRALI,195,192,109
831,M,7,AUSTRALI,188,183,104
832,M,7,AUSTRALI,194,188,100
833,M,7,AUSTRALI,201,196,100
834,M,7,AUSTRALI,196,192,106
835,M,7,AUSTRALI,192,186,104
836,M,7,AUSTRALI,198,190,99
837,M,7,AUSTRALI,189,183,99
838,M,7,AUSTRALI,196,189,105
839,M,7,AUSTRALI,190,185,100
840,M,7,AUSTRALI,195,192,109
841,M,7,AUSTRALI,184,179,103
842,M,7,AUSTRALI,189,184,97
843,M,7,AUSTRALI,190,184,100
844,M,7,AUSTRALI,195,190,103
845,M,7,AUSTRALI,189,184,99
846,M,7,AUSTRALI,198,194,107
847,M,7,AUSTRALI,201,196,107
848,M,7,AUSTRALI,188,184,101
849,M,7,AUSTRALI,196,191,104
850,M,7,AUSTRALI,189,185,98
851,M,7,AUSTRALI,186,182,105
852,M,7,AUSTRALI,188,182,100
853,M,7,AUSTRALI,189,183,99
854,F,7,AUSTRALI,191,187,101
855,F,7,AUSTRALI,189,183,96
856,F,7,AUSTRALI,178,175,96
857,F,7,AUSTRALI,180,177,100
858,F,7,AUSTRALI,188,184,98
859,F,7,AUSTRALI,174,168,92
860,F,7,AUSTRALI,178,176,91
861,F,7,AUSTRALI,180,176,98
862,F,7,AUSTRALI,186,183,99
863,F,7,AUSTRALI,190,186,99
864,F,7,AUSTRALI,172,167,93
865,F,7,AUSTRALI,180,176,96
866,F,7,AUSTRALI,169,167,92
867,F,7,AUSTRALI,172,170,94
868,F,7,AUSTRALI,175,173,89
869,F,7,AUSTRALI,182,179,96
870,F,7,AUSTRALI,181,176,97
871,F,7,AUSTRALI,182,177,97
872,F,7,AUSTRALI,187,182,101
873,F,7,AUSTRALI,188,184,96
874,F,7,AUSTRALI,188,185,98
875,F,7,AUSTRALI,172,168,92
876,F,7,AUSTRALI,177,172,98
877,F,7,AUSTRALI,187,182,97
878,F,7,AUSTRALI,178,175,95
879,F,7,AUSTRALI,196,192,105
880,F,7,AUSTRALI,185,181,96
881,F,7,AUSTRALI,181,175,95
882,F,7,AUSTRALI,178,175,95
883,F,7,AUSTRALI,179,176,98
884,F,7,AUSTRALI,186,182,96
885,F,7,AUSTRALI,175,174,97
886,F,7,AUSTRALI,185,178,98
887,F,7,AUSTRALI,184,180,101
888,F,7,AUSTRALI,178,175,100
889,F,7,AUSTRALI,182,179,94
890,F,7,AUSTRALI,183,178,94
891,F,7,AUSTRALI,187,183,99
892,F,7,AUSTRALI,178,176,94
893,F,7,AUSTRALI,172,170,94
894,F,7,AUSTRALI,192,185,99
895,F,7,AUSTRALI,173,169,93
896,F,7,AUSTRALI,181,180,97
897,F,7,AUSTRALI,169,165,91
898,F,7,AUSTRALI,183,180,95
899,F,7,AUSTRALI,176,170,93
900,F,7,AUSTRALI,190,187,99
901,F,7,AUSTRALI,180,177,92
902,F,7,AUSTRALI,177,172,96
903,M,8,TASMANIA,185,180,97
904,M,8,TASMANIA,193,187,102
905,M,8,TASMANIA,194,184,97
906,M,8,TASMANIA,186,180,103
907,M,8,TASMANIA,184,177,93
908,M,8,TASMANIA,180,175,99
909,M,8,TASMANIA,185,181,99
910,M,8,TASMANIA,195,186,99
911,M,8,TASMANIA,186,182,105
912,M,8,TASMANIA,174,168,90
913,M,8,TASMANIA,179,175,97
914,M,8,TASMANIA,183,178,98
915,M,8,TASMANIA,189,183,101
916,M,8,TASMANIA,188,183,100
917,M,8,TASMANIA,190,182,102
918,M,8,TASMANIA,182,177,98
919,M,8,TASMANIA,203,198,104
920,M,8,TASMANIA,185,178,97
921,M,8,TASMANIA,181,177,102
922,M,8,TASMANIA,192,188,92
928,M,8,TASMANIA,184,180,104
929,M,8,TASMANIA,194,190,103
930,M,8,TASMANIA,191,187,100
931,M,8,TASMANIA,178,173,96
932,M,8,TASMANIA,181,177,100
933,M,8,TASMANIA,185,181,97
934,M,8,TASMANIA,182,177,99
935,M,8,TASMANIA,186,179,101
936,M,8,TASMANIA,190,183,108
937,F,8,TASMANIA,170,166,90
938,F,8,TASMANIA,176,172,91
939,F,8,TASMANIA,185,182,99
940,F,8,TASMANIA,179,176,92
941,F,8,TASMANIA,186,182,95
942,F,8,TASMANIA,182,176,98
943,F,8,TASMANIA,182,176,93
944,M,8,TASMANIA,183,178,98
945,F,8,TASMANIA,180,176,97
946,F,8,TASMANIA,172,168,94
947,F,8,TASMANIA,177,172,94
948,F,8,TASMANIA,185,180,96
949,F,8,TASMANIA,165,162,88
950,F,8,TASMANIA,181,177,104
951,F,8,TASMANIA,183,178,96
952,F,8,TASMANIA,175,171,95
953,F,8,TASMANIA,175,169,89
954,F,8,TASMANIA,178,175,93
955,F,8,TASMANIA,172,166,91
956,F,8,TASMANIA,180,175,94
957,F,8,TASMANIA,182,179,97
958,F,8,TASMANIA,183,177,101
959,F,8,TASMANIA,180,175,94
960,F,8,TASMANIA,170,166,91
961,F,8,TASMANIA,188,183,97
962,F,8,TASMANIA,172,170,99
963,F,8,TASMANIA,176,172,95
964,F,8,TASMANIA,188,184,96
965,F,8,TASMANIA,180,173,92
966,F,8,TASMANIA,174,168,98
967,F,8,TASMANIA,176,171,94
968,F,8,TASMANIA,179,175,94
969,F,8,TASMANIA,179,175,95
970,F,8,TASMANIA,164,162,95
971,F,8,TASMANIA,180,175,96
972,M,9,TOLAI,178,175,101
973,M,9,TOLAI,189,181,105
974,M,9,TOLAI,186,178,101
975,M,9,TOLAI,182,179,100
976,M,9,TOLAI,190,185,107
977,M,9,TOLAI,188,182,104
978,M,9,TOLAI,189,186,104
979,M,9,TOLAI,194,190,107
980,M,9,TOLAI,187,181,101
981,M,9,TOLAI,183,178,104
982,M,9,TOLAI,180,176,99
983,M,9,TOLAI,175,171,98
984,M,9,TOLAI,184,180,106
985,M,9,TOLAI,186,182,96
986,M,9,TOLAI,176,174,98
987,M,9,TOLAI,186,180,103
988,M,9,TOLAI,183,178,105
989,M,9,TOLAI,189,184,108
990,M,9,TOLAI,190,186,108
991,M,9,TOLAI,183,179,98
992,M,9,TOLAI,188,184,106
993,M,9,TOLAI,177,175,100
994,M,9,TOLAI,175,170,96
995,M,9,TOLAI,173,170,97
996,M,9,TOLAI,185,182,103
997,M,9,TOLAI,179,174,97
998,M,9,TOLAI,180,179,99
999,M,9,TOLAI,180,174,104
1000,M,9,TOLAI,179,175,103
1001,M,9,TOLAI,181,179,99
1002,M,9,TOLAI,179,176,95
1003,M,9,TOLAI,187,181,103
1004,M,9,TOLAI,179,175,97
1005,M,9,TOLAI,188,182,101
1006,M,9,TOLAI,186,184,100
1007,M,9,TOLAI,184,179,104
1008,M,9,TOLAI,183,180,102
1009,M,9,TOLAI,181,176,100
1010,M,9,TOLAI,177,173,98
1011,M,9,TOLAI,178,170,99
1012,M,9,TOLAI,182,178,100
1013,M,9,TOLAI,179,174,98
1014,M,9,TOLAI,186,181,105
1015,M,9,TOLAI,184,180,96
1016,M,9,TOLAI,196,191,110
1017,M,9,TOLAI,186,183,109
1018,M,9,TOLAI,185,180,101
1019,M,9,TOLAI,183,178,102
1020,M,9,TOLAI,187,183,103
1021,M,9,TOLAI,190,182,102
1022,M,9,TOLAI,182,176,101
1023,M,9,TOLAI,173,168,98
1024,M,9,TOLAI,191,186,101
1025,M,9,TOLAI,180,176,98
1026,M,9,TOLAI,193,187,100
1027,F,9,TOLAI,172,171,94
1028,F,9,TOLAI,188,184,100
1029,F,9,TOLAI,176,174,99
1030,F,9,TOLAI,177,174,95
1031,F,9,TOLAI,179,178,100
1032,F,9,TOLAI,172,170,97
1033,F,9,TOLAI,171,168,94
1034,F,9,TOLAI,178,174,102
1035,F,9,TOLAI,176,174,99
1036,F,9,TOLAI,171,169,94
1037,F,9,TOLAI,174,172,98
1038,F,9,TOLAI,176,171,95
1039,F,9,TOLAI,177,174,95
1040,F,9,TOLAI,178,175,93
1041,F,9,TOLAI,180,177,92
1042,F,9,TOLAI,173,171,91
1043,F,9,TOLAI,177,174,98
1044,F,9,TOLAI,180,178,98
1045,F,9,TOLAI,172,170,96
1046,F,9,TOLAI,167,166,91
1047,F,9,TOLAI,164,161,93
1048,F,9,TOLAI,170,168,97
1049,F,9,TOLAI,182,179,99
1050,F,9,TOLAI,182,177,99
1051,F,9,TOLAI,178,177,104
1052,F,9,TOLAI,172,169,95
1053,F,9,TOLAI,177,175,98
1054,F,9,TOLAI,173,170,99
1055,F,9,TOLAI,179,176,101
1056,F,9,TOLAI,178,175,98
1057,M,9,TOLAI,183,180,104
1058,F,9,TOLAI,174,172,95
1059,F,9,TOLAI,168,166,95
1060,F,9,TOLAI,178,174,94
1061,F,9,TOLAI,173,169,96
1062,F,9,TOLAI,167,166,90
1063,F,9,TOLAI,181,178,103
1064,F,9,TOLAI,173,171,91
1065,F,9,TOLAI,184,181,95
1066,F,9,TOLAI,174,172,95
1067,F,9,TOLAI,169,167,93
1068,F,9,TOLAI,172,169,86
1069,F,9,TOLAI,166,162,95
1070,F,9,TOLAI,169,166,87
1071,F,9,TOLAI,168,166,95
1072,F,9,TOLAI,181,179,103
1073,F,9,TOLAI,168,167,94
1074,F,9,TOLAI,176,173,93
1075,F,9,TOLAI,175,171,92
1076,F,9,TOLAI,169,164,91
1077,F,9,TOLAI,168,166,94
1078,F,9,TOLAI,183,178,99
1079,F,9,TOLAI,175,173,96
1080,F,9,TOLAI,169,167,93
1081,F,9,TOLAI,179,175,93
1082,M,10,MOKAPU,181,178,104
1083,M,10,MOKAPU,174,172,105
1084,M,10,MOKAPU,185,183,101
1085,M,10,MOKAPU,181,179,102
1086,M,10,MOKAPU,181,179,109
1087,M,10,MOKAPU,178,176,102
1088,M,10,MOKAPU,187,183,113
1089,M,10,MOKAPU,196,192,103
1090,M,10,MOKAPU,181,178,112
1091,M,10,MOKAPU,182,181,107
1092,M,10,MOKAPU,186,183,104
1093,M,10,MOKAPU,181,179,102
1094,M,10,MOKAPU,183,179,103
1095,M,10,MOKAPU,184,183,109
1096,M,10,MOKAPU,174,170,103
1097,M,10,MOKAPU,194,191,109
1098,M,10,MOKAPU,192,190,109
1099,M,10,MOKAPU,190,186,113
1100,M,10,MOKAPU,188,184,102
1101,M,10,MOKAPU,190,187,109
1102,M,10,MOKAPU,193,189,115
1103,M,10,MOKAPU,180,177,106
1104,M,10,MOKAPU,197,196,109
1105,M,10,MOKAPU,180,178,114
1106,M,10,MOKAPU,190,188,104
1107,M,10,MOKAPU,182,178,103
1108,M,10,MOKAPU,184,181,109
1109,M,10,MOKAPU,184,180,109
1110,M,10,MOKAPU,188,185,110
1111,M,10,MOKAPU,197,195,114
1112,M,10,MOKAPU,185,181,109
1113,M,10,MOKAPU,197,194,102
1114,M,10,MOKAPU,185,180,103
1115,M,10,MOKAPU,195,191,111
1116,M,10,MOKAPU,190,186,102
1117,M,10,MOKAPU,185,180,108
1118,M,10,MOKAPU,196,188,110
1119,M,10,MOKAPU,183,183,107
1120,M,10,MOKAPU,186,181,108
1121,M,10,MOKAPU,192,187,112
1122,M,10,MOKAPU,184,183,106
1123,M,10,MOKAPU,174,172,99
1124,M,10,MOKAPU,190,188,105
1125,M,10,MOKAPU,188,187,106
1126,M,10,MOKAPU,197,193,115
1127,M,10,MOKAPU,186,184,109
1128,M,10,MOKAPU,194,190,110
1129,M,10,MOKAPU,184,180,109
1130,M,10,MOKAPU,178,176,105
1131,M,10,MOKAPU,186,182,103
1132,M,10,MOKAPU,184,182,104
1133,F,10,MOKAPU,169,168,96
1134,F,10,MOKAPU,173,171,103
1135,F,10,MOKAPU,173,172,95
1136,F,10,MOKAPU,171,170,102
1137,F,10,MOKAPU,163,162,97
1138,F,10,MOKAPU,181,179,101
1139,F,10,MOKAPU,172,169,100
1140,F,10,MOKAPU,173,172,97
1141,F,10,MOKAPU,169,167,102
1142,F,10,MOKAPU,178,176,105
1143,F,10,MOKAPU,189,187,104
1144,F,10,MOKAPU,181,179,106
1145,F,10,MOKAPU,178,177,103
1146,F,10,MOKAPU,180,179,100
1147,F,10,MOKAPU,179,178,102
1148,F,10,MOKAPU,177,175,107
1149,F,10,MOKAPU,168,167,95
1150,F,10,MOKAPU,176,175,97
1151,F,10,MOKAPU,178,177,105
1152,F,10,MOKAPU,179,178,103
1153,F,10,MOKAPU,187,184,100
1154,F,10,MOKAPU,179,178,107
1155,F,10,MOKAPU,176,173,103
1156,F,10,MOKAPU,165,163,94
1157,F,10,MOKAPU,175,173,102
1158,F,10,MOKAPU,171,171,103
1159,F,10,MOKAPU,178,176,104
1160,F,10,MOKAPU,186,184,108
1161,F,10,MOKAPU,183,182,104
1162,F,10,MOKAPU,174,172,100
1163,F,10,MOKAPU,172,171,98
1164,F,10,MOKAPU,184,183,105
1165,F,10,MOKAPU,180,178,98
1166,F,10,MOKAPU,176,173,98
1167,F,10,MOKAPU,176,174,101
1168,F,10,MOKAPU,172,170,104
1169,F,10,MOKAPU,171,170,103
1170,F,10,MOKAPU,178,175,103
1171,F,10,MOKAPU,177,173,100
1172,F,10,MOKAPU,173,172,107
1173,F,10,MOKAPU,169,168,102
1174,F,10,MOKAPU,184,180,105
1175,F,10,MOKAPU,174,172,102
1176,F,10,MOKAPU,169,169,100
1177,F,10,MOKAPU,171,171,102
1178,F,10,MOKAPU,175,174,97
1179,F,10,MOKAPU,180,178,104
1180,F,10,MOKAPU,172,170,103
1181,F,10,MOKAPU,160,160,94
1182,M,26,BURIAT,178,175,104
1183,M,26,BURIAT,185,183,106
1184,M,26,BURIAT,191,190,104
1185,M,26,BURIAT,184,179,100
1186,M,26,BURIAT,185,183,102
1187,M,26,BURIAT,183,181,101
1188,M,26,BURIAT,187,184,108
1189,M,26,BURIAT,188,186,112
1190,M,26,BURIAT,177,174,104
1191,M,26,BURIAT,172,171,98
1192,M,26,BURIAT,191,188,98
1193,M,26,BURIAT,183,181,106
1194,M,26,BURIAT,189,187,106
1195,M,26,BURIAT,180,178,107
1196,M,26,BURIAT,194,191,103
1197,M,26,BURIAT,179,177,99
1198,M,26,BURIAT,182,177,100
1199,M,26,BURIAT,190,186,101
1200,M,26,BURIAT,187,184,104
1201,M,26,BURIAT,185,182,103
1202,M,26,BURIAT,180,177,104
1203,M,26,BURIAT,186,182,100
1204,M,26,BURIAT,184,181,95
1205,M,26,BURIAT,176,175,97
1206,M,26,BURIAT,184,182,107
1207,M,26,BURIAT,178,174,99
1208,M,26,BURIAT,177,176,103
1209,M,26,BURIAT,184,180,99
1210,M,26,BURIAT,181,178,98
1211,M,26,BURIAT,170,170,102
1212,M,26,BURIAT,180,177,101
1213,M,26,BURIAT,180,177,107
1214,M,26,BURIAT,183,180,99
1215,M,26,BURIAT,174,170,98
1216,M,26,BURIAT,185,183,104
1217,M,26,BURIAT,187,183,104
1218,M,26,BURIAT,183,179,106
1219,M,26,BURIAT,175,173,102
1220,M,26,BURIAT,182,178,103
1221,M,26,BURIAT,168,165,100
1222,M,26,BURIAT,182,179,104
1223,M,26,BURIAT,171,170,99
1224,M,26,BURIAT,178,176,97
1225,M,26,BURIAT,174,171,97
1226,M,26,BURIAT,191,185,98
1227,M,26,BURIAT,176,175,97
1228,M,26,BURIAT,187,185,105
1229,M,26,BURIAT,178,175,104
1230,M,26,BURIAT,191,190,99
1231,M,26,BURIAT,172,171,96
1232,M,26,BURIAT,180,177,101
1233,M,26,BURIAT,190,186,105
1234,M,26,BURIAT,189,186,113
1235,M,26,BURIAT,173,173,96
1236,F,26,BURIAT,166,166,94
1237,F,26,BURIAT,171,169,97
1238,F,26,BURIAT,175,175,93
1239,F,26,BURIAT,176,175,97
1240,F,26,BURIAT,180,179,102
1241,F,26,BURIAT,179,178,101
1242,F,26,BURIAT,173,171,99
1243,F,26,BURIAT,170,169,94
1244,M,26,BURIAT,171,171,97
1245,F,26,BURIAT,169,168,99
1246,F,26,BURIAT,175,175,95
1247,F,26,BURIAT,163,162,97
1248,F,26,BURIAT,181,179,102
1249,F,26,BURIAT,166,165,89
1250,F,26,BURIAT,176,176,100
1251,F,26,BURIAT,158,157,91
1252,F,26,BURIAT,170,169,93
1253,F,26,BURIAT,167,167,93
1254,F,26,BURIAT,170,169,104
1255,F,26,BURIAT,162,160,89
1256,F,26,BURIAT,179,176,96
1257,F,26,BURIAT,174,172,95
1258,F,26,BURIAT,167,166,95
1259,F,26,BURIAT,173,172,96
1260,F,26,BURIAT,171,170,95
1261,F,26,BURIAT,171,168,92
1262,F,26,BURIAT,183,181,101
1263,F,26,BURIAT,170,170,98
1264,F,26,BURIAT,169,169,97
1265,F,26,BURIAT,171,170,97
1266,F,26,BURIAT,175,175,98
1267,F,26,BURIAT,174,172,95
1268,F,26,BURIAT,174,174,97
1269,F,26,BURIAT,168,166,93
1270,F,26,BURIAT,160,159,96
1271,F,26,BURIAT,173,172,92
1272,F,26,BURIAT,171,171,101
1273,F,26,BURIAT,176,174,93
1274,F,26,BURIAT,176,173,100
1275,F,26,BURIAT,173,170,94
1276,F,26,BURIAT,175,175,95
1277,F,26,BURIAT,164,162,99
1278,F,26,BURIAT,166,166,96
1279,F,26,BURIAT,176,175,102
1280,F,26,BURIAT,168,168,98
1281,F,26,BURIAT,171,169,97
1282,F,26,BURIAT,175,171,99
1283,F,26,BURIAT,172,171,93
1284,F,26,BURIAT,177,174,101
1285,F,26,BURIAT,162,161,91
1286,F,26,BURIAT,175,174,97
1287,F,26,BURIAT,176,176,101
1288,F,26,BURIAT,177,177,104
1289,F,26,BURIAT,170,170,96
1290,F,26,BURIAT,180,179,103
1291,M,27,ESKIMO,193,189,102
1292,M,27,ESKIMO,194,190,110
1293,M,27,ESKIMO,179,175,101
1294,M,27,ESKIMO,188,184,103
1295,M,27,ESKIMO,195,192,110
1296,M,27,ESKIMO,182,180,103
1297,M,27,ESKIMO,188,184,105
1298,M,27,ESKIMO,183,182,106
1299,M,27,ESKIMO,197,194,110
1300,M,27,ESKIMO,206,200,110
1301,M,27,ESKIMO,191,188,108
1302,M,27,ESKIMO,184,177,108
1303,M,27,ESKIMO,185,182,99
1304,M,27,ESKIMO,185,182,105
1305,M,27,ESKIMO,185,182,106
1306,M,27,ESKIMO,191,185,105
1307,M,27,ESKIMO,187,183,110
1308,M,27,ESKIMO,194,189,119
1309,M,27,ESKIMO,184,181,104
1310,M,27,ESKIMO,184,178,106
1311,M,27,ESKIMO,194,190,112
1312,M,27,ESKIMO,190,187,105
1313,M,27,ESKIMO,181,176,109
1314,M,27,ESKIMO,187,184,104
1315,M,27,ESKIMO,190,187,109
1316,F,27,ESKIMO,188,187,109
1317,M,27,ESKIMO,183,178,103
1318,M,27,ESKIMO,186,181,107
1319,M,27,ESKIMO,191,187,109
1320,M,27,ESKIMO,180,178,103
1321,M,27,ESKIMO,184,179,107
1322,M,27,ESKIMO,187,184,106
1323,M,27,ESKIMO,198,189,108
1324,M,27,ESKIMO,193,188,109
1325,M,27,ESKIMO,181,178,103
1326,M,27,ESKIMO,185,184,110
1327,M,27,ESKIMO,182,179,104
1328,M,27,ESKIMO,194,188,109
1329,M,27,ESKIMO,182,179,107
1330,M,27,ESKIMO,196,191,112
1331,M,27,ESKIMO,192,189,108
1332,M,27,ESKIMO,199,194,110
1333,M,27,ESKIMO,179,178,104
1334,M,27,ESKIMO,184,182,104
1335,M,27,ESKIMO,196,191,107
1336,M,27,ESKIMO,182,179,103
1337,M,27,ESKIMO,191,185,109
1338,M,27,ESKIMO,186,183,106
1339,M,27,ESKIMO,187,184,103
1340,M,27,ESKIMO,187,184,107
1341,M,27,ESKIMO,187,186,106
1342,M,27,ESKIMO,193,190,105
1343,M,27,ESKIMO,186,182,100
1344,M,27,ESKIMO,192,186,106
1345,F,27,ESKIMO,177,178,100
1346,F,27,ESKIMO,185,181,97
1347,F,27,ESKIMO,197,194,104
1348,F,27,ESKIMO,182,178,98
1349,F,27,ESKIMO,180,178,101
1350,F,27,ESKIMO,183,182,101
1351,F,27,ESKIMO,181,178,100
1352,F,27,ESKIMO,177,174,97
1353,F,27,ESKIMO,177,176,95
1354,F,27,ESKIMO,181,179,96
1355,F,27,ESKIMO,185,180,101
1356,F,27,ESKIMO,183,181,101
1357,F,27,ESKIMO,178,177,100
1358,F,27,ESKIMO,180,176,94
1359,F,27,ESKIMO,176,175,103
1360,F,27,ESKIMO,188,184,102
1361,F,27,ESKIMO,187,183,109
1362,F,27,ESKIMO,183,179,98
1363,F,27,ESKIMO,192,188,109
1364,F,27,ESKIMO,182,181,104
1365,F,27,ESKIMO,182,179,96
1366,F,27,ESKIMO,184,181,97
1367,F,27,ESKIMO,179,177,102
1368,F,27,ESKIMO,178,174,92
1369,F,27,ESKIMO,178,175,98
1370,F,27,ESKIMO,177,173,101
1371,F,27,ESKIMO,178,174,99
1372,F,27,ESKIMO,185,182,102
1373,F,27,ESKIMO,174,172,97
1374,F,27,ESKIMO,176,172,101
1375,F,27,ESKIMO,182,179,104
1376,F,27,ESKIMO,189,187,104
1377,F,27,ESKIMO,173,172,97
1378,F,27,ESKIMO,178,178,99
1379,F,27,ESKIMO,179,177,94
1380,F,27,ESKIMO,180,177,101
1381,F,27,ESKIMO,173,171,101
1382,F,27,ESKIMO,189,185,104
1383,F,27,ESKIMO,176,173,101
1384,F,27,ESKIMO,180,177,100
1385,F,27,ESKIMO,183,181,102
1386,F,27,ESKIMO,176,177,98
1387,F,27,ESKIMO,178,177,99
1388,F,27,ESKIMO,175,174,100
1389,F,27,ESKIMO,179,178,102
1390,F,27,ESKIMO,185,183,104
1391,F,27,ESKIMO,183,181,99
1392,F,27,ESKIMO,174,171,97
1393,F,27,ESKIMO,185,183,102
1394,F,27,ESKIMO,177,175,95
1395,F,27,ESKIMO,182,181,105
1396,F,27,ESKIMO,181,179,98
1397,F,27,ESKIMO,178,176,102
1398,F,27,ESKIMO,184,181,102
1399,M,15,PERU,183,180,99
1400,M,15,PERU,180,174,99
1401,M,15,PERU,177,176,92
1402,M,15,PERU,175,175,96
1404,M,15,PERU,178,178,92
1405,M,15,PERU,182,181,99
1406,M,15,PERU,186,183,100
1407,M,15,PERU,192,190,105
1408,M,15,PERU,178,176,95
1409,M,15,PERU,180,180,102
1411,M,15,PERU,182,179,93
1412,M,15,PERU,176,174,98
1413,M,15,PERU,192,190,96
1415,M,15,PERU,172,169,95
1416,M,15,PERU,182,181,98
1417,M,15,PERU,184,182,97
1419,M,15,PERU,183,180,99
1420,M,15,PERU,178,176,98
1421,M,15,PERU,170,169,93
1423,M,15,PERU,179,177,101
1424,M,15,PERU,182,180,100
1425,M,15,PERU,169,168,93
1427,M,15,PERU,181,180,99
1428,M,15,PERU,173,172,97
1429,M,15,PERU,174,173,94
1431,M,15,PERU,172,170,91
1432,M,15,PERU,172,169,97
1433,M,15,PERU,178,177,93
1434,M,15,PERU,175,174,93
1436,M,15,PERU,183,182,96
1437,M,15,PERU,174,172,94
1439,M,15,PERU,181,181,98
1440,M,15,PERU,172,172,93
1441,M,15,PERU,173,172,96
1443,M,15,PERU,176,174,94
1444,M,15,PERU,177,175,90
1445,M,15,PERU,170,169,96
1447,M,15,PERU,184,181,101
1448,M,15,PERU,178,175,100
1449,M,15,PERU,180,178,101
1451,M,15,PERU,175,171,93
1452,M,15,PERU,176,175,95
1453,M,15,PERU,178,177,97
1454,F,15,PERU,169,168,92
1455,F,15,PERU,177,176,99
1456,F,15,PERU,168,167,87
1457,F,15,PERU,169,168,88
1458,F,15,PERU,175,174,99
1460,F,15,PERU,167,167,91
1462,F,15,PERU,168,169,89
1463,F,15,PERU,167,166,83
1464,F,15,PERU,171,171,92
1466,F,15,PERU,170,169,86
1467,F,15,PERU,160,160,86
1468,F,15,PERU,173,172,89
1470,F,15,PERU,165,164,87
1471,F,15,PERU,169,166,85
1472,F,15,PERU,172,172,95
1474,F,15,PERU,176,172,93
1475,F,15,PERU,169,169,89
1476,F,15,PERU,178,177,95
1478,F,15,PERU,164,163,89
1479,F,15,PERU,177,176,93
1480,F,15,PERU,170,168,90
1482,F,15,PERU,172,172,89
1483,F,15,PERU,176,174,94
1484,F,15,PERU,171,170,94
1486,F,15,PERU,169,168,95
1487,F,15,PERU,176,174,92
1488,F,15,PERU,169,169,93
1490,F,15,PERU,164,164,87
1491,F,15,PERU,176,176,93
1492,F,15,PERU,164,164,86
1494,F,15,PERU,170,171,86
1495,F,15,PERU,157,156,93
1496,F,15,PERU,167,166,85
1498,F,15,PERU,161,159,90
1499,F,15,PERU,171,171,99
1500,F,15,PERU,175,175,98
1502,F,15,PERU,176,176,92
1503,F,15,PERU,171,170,92
1504,F,15,PERU,175,175,92
1506,F,15,PERU,160,160,90
1507,F,15,PERU,173,172,94
1508,F,15,PERU,160,159,88
1509,M,24,ANDAMAN,168,166,93
1510,M,24,ANDAMAN,161,160,93
1511,M,24,ANDAMAN,165,164,93
1512,M,24,ANDAMAN,163,162,92
1513,M,24,ANDAMAN,169,168,92
1514,M,24,ANDAMAN,169,166,96
1515,M,24,ANDAMAN,171,170,93
1516,M,24,ANDAMAN,168,167,94
1517,M,24,ANDAMAN,165,163,93
1518,M,24,ANDAMAN,167,165,94
1519,M,24,ANDAMAN,178,176,100
1520,M,24,ANDAMAN,166,165,92
1521,M,24,ANDAMAN,162,163,91
1522,M,24,ANDAMAN,160,159,92
1523,F,24,ANDAMAN,151,151,88
1524,F,24,ANDAMAN,159,157,90
1525,F,24,ANDAMAN,161,160,87
1526,F,24,ANDAMAN,159,158,88
1527,F,24,ANDAMAN,164,164,91
1528,F,24,ANDAMAN,159,156,89
1529,F,24,ANDAMAN,159,158,92
1530,F,24,ANDAMAN,158,158,92
1531,F,24,ANDAMAN,156,157,88
1532,F,24,ANDAMAN,158,157,90
1533,F,24,ANDAMAN,155,155,86
1534,F,24,ANDAMAN,154,152,87
1535,F,24,ANDAMAN,167,166,95
1536,F,24,ANDAMAN,162,161,90
1537,F,24,ANDAMAN,156,157,86
1538,F,24,ANDAMAN,156,156,85
1539,F,24,ANDAMAN,159,158,89
1540,M,24,ANDAMAN,174,172,90
1541,F,24,ANDAMAN,161,159,93
1542,F,24,ANDAMAN,164,162,85
1543,F,24,ANDAMAN,171,170,90
1544,F,24,ANDAMAN,164,164,94
1545,F,24,ANDAMAN,170,169,93
1724,M,15,PERU,177,174,94
