Id,Sex,PopNum,Population,GOL,NOL,BNL
1725,M,15,PERU,182,180,93
1726,M,15,PERU,175,174,94
1727,M,15,PERU,188,187,103
1728,M,15,PERU,173,170,93
1729,M,15,PERU,178,176,95
1730,M,15,PERU,178,176,94
1731,M,15,PERU,182,180,100
1732,M,15,PERU,173,171,94
1733,M,15,PERU,168,165,88
1734,M,15,PERU,176,174,92
1735,M,15,PERU,176,176,92
1736,F,15,PERU,158,158,90
1737,F,15,PERU,164,164,92
1738,F,15,PERU,166,165,91
1739,F,15,PERU,166,164,88
1740,F,15,PERU,172,170,89
1741,F,15,PERU,169,167,88
1742,F,15,PERU,168,166,89
1743,F,15,PERU,166,165,89
1744,F,15,PERU,168,165,90
1745,F,15,PERU,174,174,93
1746,F,15,PERU,161,160,88
1747,F,15,PERU,168,168,90
1748,F,15,PERU,168,166,86
1774,F,11,EASTER I,187,184,110
1796,M,13,ARIKARA,178,177,101
1797,M,13,ARIKARA,172,171,103
1798,M,13,ARIKARA,188,186,103
1799,M,13,ARIKARA,180,178,103
1800,M,13,ARIKARA,182,181,104
1801,M,13,ARIKARA,186,183,105
1802,M,13,ARIKARA,176,175,100
1803,M,13,ARIKARA,173,172,101
1804,M,13,ARIKARA,185,184,110
1805,M,13,ARIKARA,175,173,107
1806,M,13,ARIKARA,175,172,102
1807,M,13,ARIKARA,176,175,105
1808,M,13,ARIKARA,177,175,105
1809,M,13,ARIKARA,189,188,104
1810,M,13,ARIKARA,181,177,106
1811,M,13,ARIKARA,167,166,103
1812,M,13,ARIKARA,182,181,105
1813,M,13,ARIKARA,175,174,102
1814,M,13,ARIKARA,177,175,102
1815,M,13,ARIKARA,184,182,98
1816,M,13,ARIKARA,178,177,103
1817,M,13,ARIKARA,176,174,98
1818,M,13,ARIKARA,174,171,104
1819,M,13,ARIKARA,189,187,106
1820,M,13,ARIKARA,177,175,104
1821,M,13,ARIKARA,182,179,100
1822,M,13,ARIKARA,186,184,109
1823,M,13,ARIKARA,173,171,97
1824,M,13,ARIKARA,175,175,101
1825,M,13,ARIKARA,190,190,104
1826,M,13,ARIKARA,175,174,101
1827,M,13,ARIKARA,188,187,103
1828,M,13,ARIKARA,175,174,98
1829,M,13,ARIKARA,185,184,105
1830,M,13,ARIKARA,178,174,97
1831,M,13,ARIKARA,175,173,100
1832,M,13,ARIKARA,173,171,101
1833,M,13,ARIKARA,190,186,106
1834,M,13,ARIKARA,187,184,104
1835,M,13,ARIKARA,175,174,99
1836,M,13,ARIKARA,178,176,102
1837,M,13,ARIKARA,181,178,108
1838,F,13,ARIKARA,173,172,94
1839,F,13,ARIKARA,163,163,90
1840,F,13,ARIKARA,162,162,98
1841,F,13,ARIKARA,171,168,97
1842,F,13,ARIKARA,172,171,95
1843,F,13,ARIKARA,166,166,95
1844,F,13,ARIKARA,169,168,94
1845,F,13,ARIKARA,174,168,101
1846,F,13,ARIKARA,173,173,95
1847,F,13,ARIKARA,170,170,97
1848,F,13,ARIKARA,172,172,95
1849,F,13,ARIKARA,171,170,104
1850,F,13,ARIKARA,178,177,103
1851,F,13,ARIKARA,168,165,102
1852,F,13,ARIKARA,181,182,101
1853,F,13,ARIKARA,175,174,94
1854,F,13,ARIKARA,176,175,98
1855,F,13,ARIKARA,162,161,94
1856,F,13,ARIKARA,186,186,97
1857,F,13,ARIKARA,179,178,98
1858,F,13,ARIKARA,178,177,95
1859,F,13,ARIKARA,167,167,98
1860,F,13,ARIKARA,170,170,104
1861,F,13,ARIKARA,163,163,103
1862,F,13,ARIKARA,165,164,100
1863,F,13,ARIKARA,166,166,94
1864,F,13,ARIKARA,170,168,97
1867,M,23,BUSHMAN,186,184,96
1868,M,23,BUSHMAN,171,169,85
1869,M,23,BUSHMAN,180,179,97
1870,M,23,BUSHMAN,181,179,102
1871,F,23,BUSHMAN,171,170,93
1872,F,23,BUSHMAN,168,168,93
1873,F,23,BUSHMAN,169,168,92
1874,F,23,BUSHMAN,169,167,89
1875,M,8,TASMANIA,182,176,101
1876,M,8,TASMANIA,187,181,98
1877,M,8,TASMANIA,193,186,102
1878,M,8,TASMANIA,182,179,97
1879,M,8,TASMANIA,188,184,99
1880,M,8,TASMANIA,181,177,96
1881,F,8,TASMANIA,179,174,94
1882,M,8,TASMANIA,182,177,107
1883,M,8,TASMANIA,180,176,102
1884,M,8,TASMANIA,181,174,95
1885,M,8,TASMANIA,180,176,107
1886,M,8,TASMANIA,190,185,100
1887,M,8,TASMANIA,186,182,104
1888,M,8,TASMANIA,175,171,96
1889,M,8,TASMANIA,182,177,103
1890,F,8,TASMANIA,184,179,94
1891,F,8,TASMANIA,173,170,97
1892,F,8,TASMANIA,166,162,94
1893,F,8,TASMANIA,186,181,100
1894,F,8,TASMANIA,179,175,99
1895,F,8,TASMANIA,176,172,91
1896,F,8,TASMANIA,171,166,89
1897,M,24,ANDAMAN,175,174,98
1898,M,24,ANDAMAN,170,169,91
1899,M,24,ANDAMAN,170,169,88
1900,M,24,ANDAMAN,166,165,91
1901,M,24,ANDAMAN,164,163,91
1902,M,24,ANDAMAN,166,164,90
1903,M,24,ANDAMAN,178,175,101
1904,M,24,ANDAMAN,172,170,94
1905,M,24,ANDAMAN,162,161,93
1906,M,24,ANDAMAN,167,166,93
1907,F,24,ANDAMAN,159,159,89
1908,M,24,ANDAMAN,182,181,93
1909,F,24,ANDAMAN,165,164,93
1910,F,24,ANDAMAN,158,158,88
1911,F,24,ANDAMAN,159,159,92
1912,F,24,ANDAMAN,160,160,89
1913,F,24,ANDAMAN,158,158,89
2021,M,8,TASMANIA,184,178,100
2084,M,25,AINU,199,194,107
2085,M,25,AINU,191,189,106
2086,M,25,AINU,182,179,107
2087,M,25,AINU,199,197,111
2088,M,25,AINU,190,187,110
2089,M,25,AINU,183,181,98
2090,M,25,AINU,187,183,105
2091,M,25,AINU,193,189,110
2092,M,25,AINU,191,189,110
2093,M,25,AINU,188,188,107
2094,M,25,AINU,193,190,109
2095,M,25,AINU,190,189,105
2096,M,25,AINU,184,182,102
2097,M,25,AINU,188,186,101
2098,M,25,AINU,194,192,111
2099,M,25,AINU,190,185,105
2100,M,25,AINU,192,189,107
2101,M,25,AINU,188,184,102
2102,M,25,AINU,185,182,104
2103,M,25,AINU,182,181,106
2104,M,25,AINU,193,191,106
2105,M,25,AINU,180,177,101
2106,M,25,AINU,191,189,114
2107,M,25,AINU,200,199,112
2108,M,25,AINU,201,198,111
2109,M,25,AINU,190,187,105
2110,M,25,AINU,190,186,111
2111,M,25,AINU,186,184,108
2112,M,25,AINU,189,186,113
2113,M,25,AINU,183,180,98
2114,M,25,AINU,187,182,103
2115,M,25,AINU,188,184,106
2116,M,25,AINU,184,181,102
2117,M,25,AINU,194,192,102
2118,M,25,AINU,188,187,106
2119,M,25,AINU,195,191,112
2120,M,25,AINU,195,190,113
2121,M,25,AINU,197,194,109
2122,M,25,AINU,188,185,105
2123,M,25,AINU,186,183,111
2124,M,25,AINU,187,184,104
2125,M,25,AINU,197,194,111
2126,M,25,AINU,186,183,99
2127,M,25,AINU,198,192,111
2128,M,25,AINU,188,184,107
2129,M,25,AINU,189,185,102
2130,M,25,AINU,191,188,107
2131,F,25,AINU,189,187,100
2132,F,25,AINU,183,182,105
2133,F,25,AINU,174,171,95
2134,F,25,AINU,179,178,100
2135,F,25,AINU,174,171,96
2136,F,25,AINU,181,180,96
2137,F,25,AINU,172,173,96
2138,F,25,AINU,188,187,108
2139,F,25,AINU,168,168,96
2140,F,25,AINU,170,169,94
2141,F,25,AINU,182,182,96
2142,F,25,AINU,180,178,101
2143,F,25,AINU,178,174,98
2144,F,25,AINU,177,175,97
2145,F,25,AINU,172,171,99
2146,F,25,AINU,183,180,100
2147,F,25,AINU,174,173,95
2148,F,25,AINU,181,177,102
2149,F,25,AINU,173,170,101
2150,F,25,AINU,175,174,94
2151,F,25,AINU,187,185,104
2152,F,25,AINU,172,168,97
2153,F,25,AINU,182,180,103
2154,F,25,AINU,176,175,101
2155,F,25,AINU,179,176,98
2156,M,25,AINU,189,186,105
2157,F,25,AINU,180,178,107
2158,F,25,AINU,174,172,96
2159,F,25,AINU,182,181,104
2160,F,25,AINU,179,177,101
2161,F,25,AINU,182,180,95
2162,F,25,AINU,182,181,98
2163,F,25,AINU,189,187,107
2164,F,25,AINU,185,184,104
2165,F,25,AINU,178,176,104
2166,F,25,AINU,183,181,103
2167,F,25,AINU,181,178,109
2168,F,25,AINU,172,171,94
2169,F,25,AINU,176,176,103
2170,M,16,N JAPAN,184,181,105
2171,M,16,N JAPAN,183,177,103
2172,M,16,N JAPAN,193,191,107
2173,M,16,N JAPAN,182,178,101
2174,M,16,N JAPAN,178,175,103
2175,M,16,N JAPAN,168,165,94
2176,M,16,N JAPAN,182,178,101
2177,M,16,N JAPAN,176,172,104
2178,M,16,N JAPAN,190,187,103
2179,M,16,N JAPAN,180,179,96
2180,M,16,N JAPAN,178,176,103
2181,M,16,N JAPAN,178,178,93
2182,M,16,N JAPAN,178,175,99
2183,M,16,N JAPAN,174,172,96
2184,M,16,N JAPAN,180,179,100
2185,M,16,N JAPAN,184,182,105
2186,M,16,N JAPAN,185,182,105
2187,M,16,N JAPAN,185,181,105
2188,M,16,N JAPAN,180,177,102
2189,M,16,N JAPAN,185,184,97
2190,M,16,N JAPAN,188,186,104
2191,M,16,N JAPAN,185,179,97
2192,M,16,N JAPAN,190,188,105
2193,M,16,N JAPAN,175,172,94
2194,M,16,N JAPAN,179,175,97
2195,M,16,N JAPAN,180,180,99
2196,M,16,N JAPAN,192,188,105
2197,M,16,N JAPAN,178,175,99
2198,M,16,N JAPAN,189,186,106
2199,M,16,N JAPAN,177,173,97
2200,M,16,N JAPAN,191,188,105
2201,M,16,N JAPAN,179,178,97
2202,M,16,N JAPAN,190,186,109
2203,M,16,N JAPAN,178,176,92
2204,M,16,N JAPAN,191,189,101
2205,M,16,N JAPAN,186,185,106
2206,M,16,N JAPAN,187,182,104
2207,M,16,N JAPAN,184,181,102
2208,M,16,N JAPAN,195,192,108
2209,M,16,N JAPAN,188,182,90
2210,M,16,N JAPAN,187,183,104
2211,M,16,N JAPAN,193,189,108
2212,M,16,N JAPAN,180,176,98
2213,M,16,N JAPAN,180,177,109
2214,M,16,N JAPAN,190,189,102
2215,M,16,N JAPAN,189,186,101
2216,M,16,N JAPAN,186,184,108
2217,M,16,N JAPAN,184,180,103
2218,M,16,N JAPAN,172,169,102
2219,M,16,N JAPAN,171,167,94
2220,M,16,N JAPAN,180,178,102
2221,M,16,N JAPAN,176,173,102
2222,M,16,N JAPAN,187,182,108
2223,M,16,N JAPAN,180,177,99
2224,M,16,N JAPAN,190,186,103
2225,F,16,N JAPAN,172,171,92
2226,F,16,N JAPAN,165,164,94
2227,F,16,N JAPAN,177,173,101
2228,F,16,N JAPAN,185,182,99
2229,F,16,N JAPAN,176,176,99
2230,F,16,N JAPAN,163,161,98
2231,F,16,N JAPAN,181,180,101
2232,F,16,N JAPAN,180,179,102
2233,F,16,N JAPAN,169,167,95
2234,F,16,N JAPAN,172,169,95
2235,F,16,N JAPAN,166,165,92
2236,F,16,N JAPAN,170,170,94
2237,F,16,N JAPAN,174,172,91
2238,F,16,N JAPAN,170,169,99
2239,F,16,N JAPAN,178,175,97
2240,F,16,N JAPAN,178,175,97
2241,F,16,N JAPAN,172,172,93
2242,F,16,N JAPAN,178,175,91
2243,F,16,N JAPAN,164,162,97
2244,F,16,N JAPAN,157,156,97
2245,F,16,N JAPAN,160,158,91
2246,F,16,N JAPAN,174,172,104
2247,F,16,N JAPAN,170,170,94
2248,F,16,N JAPAN,177,177,93
2249,F,16,N JAPAN,175,174,90
2250,F,16,N JAPAN,164,162,89
2251,F,16,N JAPAN,166,164,93
2252,F,16,N JAPAN,171,170,95
2253,F,16,N JAPAN,163,162,93
2254,F,16,N JAPAN,171,169,101
2255,F,16,N JAPAN,172,171,99
2256,F,16,N JAPAN,165,163,94
2257,M,17,S JAPAN,175,173,99
2258,M,17,S JAPAN,182,180,103
2259,M,17,S JAPAN,178,176,99
2260,M,17,S JAPAN,165,164,103
2261,M,17,S JAPAN,180,178,105
2262,M,17,S JAPAN,190,187,109
2263,M,17,S JAPAN,178,176,99
2264,M,17,S JAPAN,178,176,102
2265,M,17,S JAPAN,188,187,106
2266,M,17,S JAPAN,189,185,110
2267,M,17,S JAPAN,177,177,106
2268,M,17,S JAPAN,187,186,109
2269,M,17,S JAPAN,192,191,110
2270,M,17,S JAPAN,179,177,96
2271,M,17,S JAPAN,177,176,97
2272,M,17,S JAPAN,175,174,100
2273,M,17,S JAPAN,185,182,104
2274,M,17,S JAPAN,179,176,105
2275,M,17,S JAPAN,184,182,104
2276,M,17,S JAPAN,187,184,99
2277,M,17,S JAPAN,190,186,103
2278,M,17,S JAPAN,182,180,100
2279,M,17,S JAPAN,182,180,97
2280,M,17,S JAPAN,182,179,99
2281,M,17,S JAPAN,174,174,101
2282,M,17,S JAPAN,174,172,98
2283,M,17,S JAPAN,179,176,98
2284,M,17,S JAPAN,186,185,106
2285,M,17,S JAPAN,179,177,102
2286,M,17,S JAPAN,174,173,100
2287,M,17,S JAPAN,177,176,101
2288,M,17,S JAPAN,179,176,101
2289,M,17,S JAPAN,172,170,101
2290,M,17,S JAPAN,187,184,105
2291,M,17,S JAPAN,188,184,104
2292,M,17,S JAPAN,179,178,106
2293,M,17,S JAPAN,182,179,101
2294,M,17,S JAPAN,187,185,103
2295,M,17,S JAPAN,181,178,99
2296,M,17,S JAPAN,189,186,109
2297,M,17,S JAPAN,183,180,101
2298,M,17,S JAPAN,188,186,101
2299,M,17,S JAPAN,178,175,98
2300,M,17,S JAPAN,179,178,100
2301,M,17,S JAPAN,180,178,95
2302,M,17,S JAPAN,175,173,102
2303,M,17,S JAPAN,186,185,100
2304,M,17,S JAPAN,188,184,100
2305,M,17,S JAPAN,184,181,100
2306,M,17,S JAPAN,176,174,101
2307,F,17,S JAPAN,167,166,94
2308,F,17,S JAPAN,176,175,96
2309,F,17,S JAPAN,172,170,92
2310,F,17,S JAPAN,174,172,100
2311,F,17,S JAPAN,171,170,92
2312,F,17,S JAPAN,178,177,102
2313,F,17,S JAPAN,178,175,97
2314,F,17,S JAPAN,170,170,95
2315,F,17,S JAPAN,162,163,85
2316,F,17,S JAPAN,179,177,93
2317,F,17,S JAPAN,178,177,100
2318,F,17,S JAPAN,171,171,98
2319,F,17,S JAPAN,179,179,100
2320,F,17,S JAPAN,169,167,93
2321,F,17,S JAPAN,162,160,91
2322,F,17,S JAPAN,165,162,92
2323,F,17,S JAPAN,174,172,93
2324,F,17,S JAPAN,173,170,93
2325,F,17,S JAPAN,162,161,94
2326,F,17,S JAPAN,178,176,91
2327,F,17,S JAPAN,183,184,100
2328,F,17,S JAPAN,172,171,98
2329,F,17,S JAPAN,171,170,98
2330,F,17,S JAPAN,177,176,99
2331,F,17,S JAPAN,184,183,100
2332,F,17,S JAPAN,165,164,97
2333,F,17,S JAPAN,172,170,93
2334,F,17,S JAPAN,176,172,96
2335,F,17,S JAPAN,170,170,93
2336,F,17,S JAPAN,176,175,98
2337,F,17,S JAPAN,176,175,97
2338,F,17,S JAPAN,172,172,97
2339,F,17,S JAPAN,168,167,93
2340,F,17,S JAPAN,179,178,93
2341,F,17,S JAPAN,170,170,93
2342,F,17,S JAPAN,168,166,100
2343,F,17,S JAPAN,174,173,95
2344,F,17,S JAPAN,170,169,99
2345,F,17,S JAPAN,175,173,94
2346,F,17,S JAPAN,173,171,99
2347,F,17,S JAPAN,163,162,98
2348,M,18,HAINAN,179,177,98
2349,M,18,HAINAN,178,177,103
2350,M,18,HAINAN,182,179,105
2351,M,18,HAINAN,186,184,103
2352,M,18,HAINAN,168,167,95
2353,M,18,HAINAN,176,174,103
2354,M,18,HAINAN,180,178,99
2355,M,18,HAINAN,167,166,93
2356,M,18,HAINAN,173,172,100
2357,M,18,HAINAN,180,177,100
2358,M,18,HAINAN,184,182,106
2359,M,18,HAINAN,176,174,98
2360,M,18,HAINAN,175,172,105
2361,M,18,HAINAN,176,174,101
2362,M,18,HAINAN,176,175,99
2363,M,18,HAINAN,178,174,98
2364,M,18,HAINAN,172,170,102
2365,M,18,HAINAN,175,173,94
2366,M,18,HAINAN,174,174,101
2367,M,18,HAINAN,189,185,100
2368,M,18,HAINAN,174,174,98
2369,M,18,HAINAN,181,178,100
2370,M,18,HAINAN,174,171,90
2371,M,18,HAINAN,170,170,98
2372,M,18,HAINAN,175,171,96
2373,M,18,HAINAN,175,173,98
2374,M,18,HAINAN,170,168,97
2375,M,18,HAINAN,167,164,97
2376,M,18,HAINAN,164,162,92
2377,M,18,HAINAN,189,188,104
2378,M,18,HAINAN,166,165,94
2379,M,18,HAINAN,184,182,105
2380,M,18,HAINAN,180,178,102
2381,M,18,HAINAN,165,163,99
2382,M,18,HAINAN,176,174,99
2383,M,18,HAINAN,180,177,100
2384,M,18,HAINAN,187,184,103
2385,M,18,HAINAN,181,180,103
2386,M,18,HAINAN,180,176,107
2387,M,18,HAINAN,170,170,94
2388,M,18,HAINAN,179,176,104
2389,M,18,HAINAN,171,169,100
2390,M,18,HAINAN,180,178,103
2391,M,18,HAINAN,178,176,96
2392,M,18,HAINAN,177,175,94
2393,F,18,HAINAN,168,167,98
2394,F,18,HAINAN,172,172,103
2395,F,18,HAINAN,176,173,93
2396,F,18,HAINAN,176,174,97
2397,F,18,HAINAN,170,168,100
2398,F,18,HAINAN,176,173,97
2399,F,18,HAINAN,170,170,99
2400,F,18,HAINAN,173,172,93
2401,F,18,HAINAN,166,165,91
2402,F,18,HAINAN,186,182,96
2403,F,18,HAINAN,164,163,91
2404,F,18,HAINAN,168,166,99
2405,F,18,HAINAN,160,160,87
2406,F,18,HAINAN,172,169,98
2407,F,18,HAINAN,170,168,92
2408,F,18,HAINAN,164,163,98
2409,F,18,HAINAN,166,165,93
2410,F,18,HAINAN,164,161,92
2411,F,18,HAINAN,167,167,95
2412,F,18,HAINAN,163,162,93
2413,F,18,HAINAN,170,169,97
2414,F,18,HAINAN,181,179,95
2415,F,18,HAINAN,181,180,99
2416,F,18,HAINAN,166,166,94
2417,F,18,HAINAN,173,172,94
2418,F,18,HAINAN,174,174,91
2419,F,18,HAINAN,178,176,97
2420,F,18,HAINAN,165,164,93
2421,F,18,HAINAN,170,170,90
2422,F,18,HAINAN,169,169,92
2423,F,18,HAINAN,172,172,99
2424,F,18,HAINAN,166,166,95
2425,F,18,HAINAN,164,164,89
2426,F,18,HAINAN,172,171,94
2427,F,18,HAINAN,168,167,92
2428,F,18,HAINAN,173,172,96
2429,F,18,HAINAN,178,175,92
2430,F,18,HAINAN,173,171,96
2431,M,28,ANYANG,180,178,94
2432,M,28,ANYANG,188,186,107
2433,M,28,ANYANG,178,175,98
2434,M,28,ANYANG,175,172,95
2435,M,28,ANYANG,184,183,102
2436,M,28,ANYANG,179,178,106
2437,M,28,ANYANG,180,179,95
2438,M,28,ANYANG,183,181,98
2439,M,28,ANYANG,184,182,104
2440,M,28,ANYANG,174,173,106
2441,M,28,ANYANG,187,186,104
2442,M,28,ANYANG,184,183,98
2443,M,28,ANYANG,190,188,104
2444,M,28,ANYANG,181,180,102
2445,M,28,ANYANG,183,181,105
2446,M,28,ANYANG,185,184,100
2447,M,28,ANYANG,182,179,106
2448,M,28,ANYANG,182,179,106
2449,M,28,ANYANG,178,177,104
2450,M,28,ANYANG,181,177,103
2451,M,28,ANYANG,177,174,102
2452,M,28,ANYANG,181,178,100
2453,M,28,ANYANG,176,172,98
2454,M,28,ANYANG,182,178,102
2455,M,28,ANYANG,178,176,106
2456,M,28,ANYANG,181,177,103
2457,M,28,ANYANG,177,175,94
2458,M,28,ANYANG,179,177,100
2459,M,28,ANYANG,179,176,95
2460,M,28,ANYANG,179,177,103
2461,M,28,ANYANG,172,169,95
2462,M,28,ANYANG,181,178,98
2463,M,28,ANYANG,188,186,103
2464,M,28,ANYANG,184,182,97
2465,M,28,ANYANG,179,175,97
2466,M,28,ANYANG,171,170,100
2467,M,28,ANYANG,182,181,107
2468,M,28,ANYANG,186,185,101
2469,M,28,ANYANG,183,181,107
2470,M,28,ANYANG,177,175,98
2471,M,28,ANYANG,187,185,104
2472,M,28,ANYANG,185,184,107
2473,M,19,ATAYAL,170,167,97
2474,M,19,ATAYAL,184,181,97
2475,M,19,ATAYAL,168,166,98
2476,M,19,ATAYAL,178,174,97
2477,M,19,ATAYAL,180,178,102
2478,M,19,ATAYAL,162,160,91
2479,M,19,ATAYAL,174,170,97
2480,M,19,ATAYAL,173,171,96
2481,M,19,ATAYAL,183,179,105
2482,M,19,ATAYAL,174,172,97
2483,M,19,ATAYAL,179,176,100
2484,M,19,ATAYAL,172,170,97
2485,M,19,ATAYAL,181,179,98
2486,M,19,ATAYAL,176,175,96
2487,M,19,ATAYAL,176,172,98
2488,M,19,ATAYAL,179,176,98
2489,M,19,ATAYAL,170,166,98
2490,M,19,ATAYAL,180,176,99
2491,M,19,ATAYAL,175,173,93
2492,M,19,ATAYAL,175,173,93
2493,M,19,ATAYAL,181,178,97
2494,M,19,ATAYAL,190,187,108
2495,M,19,ATAYAL,187,186,105
2496,M,19,ATAYAL,177,172,92
2497,M,19,ATAYAL,180,178,103
2498,M,19,ATAYAL,172,170,93
2499,M,19,ATAYAL,177,175,99
2500,M,19,ATAYAL,181,180,100
2501,M,19,ATAYAL,180,177,96
2502,F,19,ATAYAL,165,162,91
2503,F,19,ATAYAL,161,160,91
2504,F,19,ATAYAL,165,164,93
2505,F,19,ATAYAL,172,170,97
2506,F,19,ATAYAL,168,164,89
2507,F,19,ATAYAL,162,160,94
2508,F,19,ATAYAL,168,165,93
2509,F,19,ATAYAL,166,166,94
2510,F,19,ATAYAL,163,162,90
2511,F,19,ATAYAL,168,166,95
2512,F,19,ATAYAL,170,168,96
2513,F,19,ATAYAL,167,165,90
2514,F,19,ATAYAL,170,168,95
2515,F,19,ATAYAL,173,170,96
2516,F,19,ATAYAL,166,165,93
2517,F,19,ATAYAL,170,168,96
2518,F,19,ATAYAL,172,169,97
2519,F,19,ATAYAL,180,178,100
2520,M,20,PHILLIPI,183,181,98
2521,M,20,PHILLIPI,170,168,97
2522,M,20,PHILLIPI,189,185,101
2523,M,20,PHILLIPI,184,181,106
2524,M,20,PHILLIPI,182,180,100
2525,M,20,PHILLIPI,170,169,102
2526,M,20,PHILLIPI,173,170,97
2527,M,20,PHILLIPI,174,172,97
2528,M,20,PHILLIPI,187,185,103
2529,M,20,PHILLIPI,168,167,98
2530,M,20,PHILLIPI,182,179,102
2531,M,20,PHILLIPI,176,175,100
2532,M,20,PHILLIPI,169,167,90
2533,M,20,PHILLIPI,180,174,100
2534,M,20,PHILLIPI,183,180,99
2535,M,20,PHILLIPI,166,164,96
2536,M,20,PHILLIPI,172,171,99
2537,M,20,PHILLIPI,175,174,104
2538,M,20,PHILLIPI,174,172,94
2539,M,20,PHILLIPI,177,174,97
2540,M,20,PHILLIPI,185,183,104
2541,M,20,PHILLIPI,170,167,94
2542,M,20,PHILLIPI,181,178,97
2543,M,20,PHILLIPI,172,170,93
2544,M,20,PHILLIPI,184,183,105
2545,M,20,PHILLIPI,192,189,97
2546,M,20,PHILLIPI,191,189,107
2547,M,20,PHILLIPI,181,178,101
2548,M,20,PHILLIPI,171,170,98
2549,M,20,PHILLIPI,170,168,94
2550,M,20,PHILLIPI,179,178,95
2551,M,20,PHILLIPI,173,171,95
2552,M,20,PHILLIPI,184,181,103
2553,M,20,PHILLIPI,170,167,97
2554,M,20,PHILLIPI,170,169,95
2555,M,20,PHILLIPI,172,167,99
2556,M,20,PHILLIPI,186,183,101
2557,M,20,PHILLIPI,177,176,97
2558,M,20,PHILLIPI,168,167,93
2559,M,20,PHILLIPI,175,174,93
2560,M,20,PHILLIPI,182,179,101
2561,M,20,PHILLIPI,179,176,98
2562,M,20,PHILLIPI,171,169,97
2563,M,20,PHILLIPI,172,172,102
2564,M,20,PHILLIPI,182,181,103
2565,M,20,PHILLIPI,178,177,99
2566,M,20,PHILLIPI,172,169,94
2567,M,20,PHILLIPI,162,160,92
2568,M,20,PHILLIPI,181,180,97
2569,M,20,PHILLIPI,182,182,103
2570,M,21,GUAM,188,186,104
2571,M,21,GUAM,180,178,105
2572,M,21,GUAM,178,174,96
2573,M,21,GUAM,180,177,100
2574,M,21,GUAM,192,190,104
2576,M,21,GUAM,192,189,111
2577,M,21,GUAM,187,185,104
2578,M,21,GUAM,168,167,101
2579,M,21,GUAM,191,186,108
2580,M,21,GUAM,183,181,108
2581,M,21,GUAM,190,187,112
2582,M,21,GUAM,180,177,107
2583,M,21,GUAM,193,189,103
2584,M,21,GUAM,194,192,112
2585,M,21,GUAM,183,180,98
2586,M,21,GUAM,187,185,97
2587,M,21,GUAM,184,181,99
2588,M,21,GUAM,192,189,109
2589,M,21,GUAM,188,186,107
2590,M,21,GUAM,185,183,108
2591,M,21,GUAM,185,182,105
2592,M,21,GUAM,189,186,103
2593,M,21,GUAM,187,182,104
2594,M,21,GUAM,196,192,110
2595,M,21,GUAM,176,173,102
2596,M,21,GUAM,181,179,102
2597,M,21,GUAM,182,178,104
2598,M,21,GUAM,180,176,110
2599,M,21,GUAM,193,189,112
2600,M,21,GUAM,184,180,104
2601,F,21,GUAM,174,173,97
2602,F,21,GUAM,182,180,102
2603,F,21,GUAM,178,175,97
2604,F,21,GUAM,174,173,98
2605,F,21,GUAM,176,174,103
2606,F,21,GUAM,181,178,100
2607,F,21,GUAM,170,169,101
2608,F,21,GUAM,167,166,100
2609,F,21,GUAM,174,172,96
2610,F,21,GUAM,177,177,101
2611,F,21,GUAM,174,173,95
2612,F,21,GUAM,188,186,105
2613,F,21,GUAM,173,171,99
2614,F,21,GUAM,176,174,100
2615,F,21,GUAM,178,177,97
2616,F,21,GUAM,171,170,100
2617,F,21,GUAM,174,173,100
2618,F,21,GUAM,179,177,103
2619,F,21,GUAM,180,179,106
2620,F,21,GUAM,175,173,96
2621,F,21,GUAM,170,169,102
2622,F,21,GUAM,174,173,102
2623,F,21,GUAM,173,172,99
2624,F,21,GUAM,172,172,104
2625,F,21,GUAM,177,174,103
2626,F,21,GUAM,177,175,98
2627,F,21,GUAM,168,165,97
2802,M,11,EASTER I,197,192,117
2803,M,11,EASTER I,194,191,114
2804,M,11,EASTER I,201,198,116
2805,M,11,EASTER I,188,182,107
2806,M,11,EASTER I,190,188,109
2807,M,11,EASTER I,194,190,113
2808,M,11,EASTER I,181,178,110
2809,M,11,EASTER I,189,185,110
2810,M,11,EASTER I,187,183,107
2811,M,11,EASTER I,191,185,110
2812,M,11,EASTER I,199,194,110
2813,M,11,EASTER I,191,188,114
2814,M,11,EASTER I,180,178,102
2815,M,11,EASTER I,201,197,117
2816,M,11,EASTER I,183,179,108
2817,M,11,EASTER I,196,189,115
2818,M,11,EASTER I,191,186,110
2819,M,11,EASTER I,202,197,116
2820,M,11,EASTER I,203,198,114
2821,M,11,EASTER I,195,191,113
2822,M,11,EASTER I,188,184,109
2823,F,11,EASTER I,172,167,99
2824,M,11,EASTER I,190,186,120
2825,M,11,EASTER I,203,197,111
2826,M,11,EASTER I,189,185,111
2827,M,11,EASTER I,187,183,112
2828,M,11,EASTER I,190,187,113
2829,M,11,EASTER I,184,181,110
2830,M,11,EASTER I,191,188,109
2831,M,11,EASTER I,192,187,110
2832,M,11,EASTER I,192,187,111
2833,M,11,EASTER I,190,186,111
2834,M,11,EASTER I,187,181,107
2835,M,11,EASTER I,189,185,112
2836,M,11,EASTER I,194,189,111
2837,M,11,EASTER I,192,188,115
2838,M,11,EASTER I,187,184,110
2839,M,11,EASTER I,196,191,109
2840,M,11,EASTER I,191,187,109
2841,M,11,EASTER I,183,180,101
